Administrative_Duration;Informational_Duration;ProductRelated_Duration;BounceRates;SpecialDay;NewVisitor;PageValues;Revenue
277.6666667;32;1671.257393;0.005555556;0;0;0;0
398.7;0;1483.366667;0;0.4;0;19.78135119;0
0;0;5538.916667;0.024;0;0;0;0
56;0;191;0;0;1;0;0
29;0;451.9333333;0.014285714;0.4;0;0;0
0;0;224;0;0.4;0;0;0
147.75;0;670.3;0.012765957;0;0;0;0
0;0;210;0.16;0.4;0;0;0
0;0;900.9166667;0.027777778;0.6;0;0;0
149.5;56.5;368;0;0;0;0;0
0;0;0;0.2;1;0;0;0
0;0;216;0.066666667;0;0;0;0
13.5;0;1580.166667;0.024;0.8;0;0;0
0;0;587.6911765;0.005;0.8;0;0;0
42.33333333;0;2471.391775;0.005555556;0.6;0;6.221045455;1
0;0;502.4666667;0;0.8;0;0;0
0;0;317;0.025;0.2;0;0;0
0;0;3864.428571;0.006153846;0;0;2.7412;0
34;0;2456.297619;0.001408451;0;0;0;0
200.5;0;2656.183333;0.000925926;0;0;2.208494444;0
85;0;599;0.015;0;0;0;0
424.1666667;0;1212;0;0;0;0;0
0;0;127;0;0;0;65.988;1
0;0;0;0.2;0.8;0;0;0
0;0;173.25;0;0;0;0;0
65.16666667;16;599.3333333;0.008333333;0;0;5.4945;1
0;0;2215.866667;0.001041667;0;0;0;0
220;88;5284.765079;0;0;0;7.668639535;0
0;0;433.1333333;0.023529412;1;0;0;0
389.75;545;1690.790351;0.014642857;1;0;13.66158824;0
462;57;1621.152083;0.007692308;0;0;0;0
0;0;454.5;0;0;0;0;0
0;0;197.5;0.021428571;0.4;0;0;0
37;0;911.5;0.022988506;0.2;0;0;0
0;0;196.5;0.044444444;0.6;0;0;0
28;0;115.6666667;0;1;1;0;0
118.7;26;1019.293939;0.049481481;1;0;0;0
0;0;715.5;0.022641509;1;0;0;0
0;0;3147.584294;0.005547653;0.6;0;0;0
0;0;321.9583333;0;0;0;0;0
9;0;169.5;0.009090909;0;0;0;0
89.75;89;2104.3114;0.009615385;0.8;0;8.979934615;0
0;0;499;0;0;1;86.388;1
0;0;120;0;0.8;0;0;0
281.75;144.5;7009.095996;0;0.8;0;4.947766276;0
513.5535714;186;8704.372405;0.026260504;0;0;2.579064935;0
0;0;0;0.2;0;0;0;0
0;0;2058.25;0.021138211;0.2;0;0;0
0;0;0;0.2;0.4;0;0;0
69;0;580.5;0.010526316;0;0;22.32934737;1
0;0;0;0.2;0;0;0;0
131.75;0;1701.857143;0.0032;0;0;0;0
15.5;0;312.7;0.01;0.8;0;0;0
0;0;0;0.2;0;0;0;0
4;0;495;0.022222222;0.2;0;0;0
0;0;202;0.033333333;0.4;0;0;0
4.5;0;908.3333333;0;0;0;33.6501;0
0;0;480.5;0.033333333;0;0;0;0
143.8333333;404.5833333;3473.857143;0.005714286;0;0;2.568454762;0
0;0;277;0;0;0;0;0
0;0;226;0.086666667;0;0;0;0
0;0;138;0.02;0.8;0;0;0
0;0;59;0;0.8;0;0;0
0;0;0;0.2;0;1;0;0
3;0;273;0.035294118;0;0;0;0
0;0;0;0.2;0.8;0;0;0
0;0;360;0;0;0;0;0
0;0;40;0;0;0;0;0
0;28;0;0.066666667;0.6;0;0;0
0;0;1547.5;0;0;0;0;0
37;0;1127.25;0.002666667;0;0;18.56148;0
181.1666667;52;996.0833333;0.002777778;0.4;0;6.310740741;0
0;0;227.7;0.027777778;0.4;0;0;0
45;0;579.3333333;0;0;1;0;0
33;0;237;0;0;0;0;0
54.5;472;678.5;0;0.6;1;0;0
1687.5;0;3098.033333;0;0;0;0;0
0;0;81;0.08;1;0;0;0
0;0;285.1666667;0;0;0;0;0
0;0;340.2;0.066666667;0;0;0;0
0;0;231;0.12;0;0;0;0
146;37;2054.114286;0;0;0;5.789028571;0
20;0;2008.833333;0;0.6;0;0;0
0;0;1065.9;0.016666667;1;0;0;0
431;0;619;0;0;0;0;0
0;0;584.1333333;0;0;0;0;0
0;0;0;0.2;0.6;1;0;0
210.8555556;0;4107.119658;0.006369427;0.6;0;0.513385987;0
0;0;293.5;0.05;0.6;0;0;0
58.33333333;0;229.6666667;0.033333333;0;0;0;0
32;0;155.8333333;0;0.2;0;0;0
5;0;1688.058761;0.004347826;0;0;0;0
0;0;234;0.022222222;0.4;0;0;0
0;0;197.2;0.030769231;0;0;0;0
0;39.66666667;3509.130952;0.005617978;0;0;42.8662809;0
52;0;866.5;0;0;0;0;0
0;499;755;0;0;1;71.488;1
27;0;30;0.04;0.6;1;0;0
92.5;0;1681.52381;0;0;0;53.988;0
70;0;2635.61627;0;0.6;0;0;0
0;0;231.5;0.036363636;0.6;0;0;0
49.33333333;346.1666667;194.3333333;0;0.6;0;0;0
427;108;1564.161905;0.018333333;0;0;0;0
662.5357143;58;854.2863248;0.01875;0;0;10.17225;1
0;0;124.5;0.05;0.6;0;0;0
0;0;1021.75;0;0.4;0;0;0
626;66;2660.15;0;0;0;41.92518987;0
0;0;12;0.05;0.6;0;0;0
109;125;34;0;0;0;0;0
0;0;17;0.1;0.6;0;0;0
0;0;1135.166667;0.007407407;0;0;0;0
91;0;298.2333333;0;0;0;0;0
0;0;554.5;0;0;1;49.62545455;1
23;0;335.6666667;0;0;1;0;0
131.3333333;4;2107.583333;0;0;0;0;0
0;0;96.33333333;0;0;0;0;0
128.5714286;10.66666667;2755.336111;0.0028125;0;0;8.569134167;0
0;0;653.2777778;0.014705882;0.6;0;0;0
0;0;44;0;0;1;0;0
230.3333333;64;964.047619;0;0;0;0;0
90;0;650.6666667;0.026086957;0;0;0;0
245.3333333;0;256.6666667;0.027272727;0;0;0;0
0;0;28;0.12;0.4;0;0;0
0;0;1516.966667;0;0.2;0;0;0
0;0;648.0678571;0.016666667;0.4;0;0;0
0;0;462;0.0125;0;0;0;0
0;0;63;0;0;0;0;0
337;39;630.5;0;0;0;28.794;1
0;0;42;0.04;0;0;0;0
0;0;688.6666667;0.042105263;0.4;0;0;0
0;0;181;0;1;0;0;0
117.5;0;285.4166667;0;0;1;0;0
0;0;61.33333333;0.014285714;0;0;0;0
105.5;0;2961.483333;0.007058824;0;0;0;0
0;0;406;0.030434783;0.2;0;0;0
62.5;0;3222.75873;0.014367816;0.6;0;0;0
0;0;128;0.028571429;0.6;0;0;0
243;0;500.7880952;0;0;0;0;0
9;0;375.75;0.053968254;0;0;0;0
0;0;534.9166667;0;0;0;0;0
0;0;134;0;0;0;0;0
0;0;2098.238095;0.037037037;0.8;0;0;0
16.5;0;869.1;0.008510638;0;0;3.060765957;0
0;0;0;0.2;0;0;0;0
40;0;1494.5;0.009090909;0;0;0;0
12;0;510;0;1;0;0;0
0;52;699.25;0.023809524;0;0;0;0
0;0;331.3333333;0.053333333;0;0;0;0
0;0;0;0.2;0;0;0;0
0;0;321;0;0.2;0;0;0
0;0;0;0.2;0;0;0;0
0;0;88;0.115384615;0.6;0;0;0
58;115;1563.930952;0.006578947;0.8;0;0;0
0;0;55;0.044444444;0;0;0;0
79.75;0;419.25;0.006818182;0.8;0;0;0
109.5;21;4643.755952;0.001687764;0.8;0;7.152750452;0
0;172;564.5;0;0.8;0;0;0
0;0;65.66666667;0.066666667;0;0;0;0
0;0;0;0.2;0;1;0;0
47.16666667;3;1462.659125;0.004651163;0;0;7.734903101;1
115;31;404.6190476;0;0;0;0;0
0;0;392;0;0.6;0;0;0
0;0;960.7333333;0.015789474;0;0;0;0
0;0;0;0.2;0.4;0;0;0
0;0;726.2761905;0.031578947;1;0;0;0
71.3;0;4415.333333;0.009950249;0.4;0;0;0
0;0;40;0.142857143;0.6;0;0;0
140;12;723.315873;0.001212121;0;0;4.504381818;0
750.75;80;1088.05;0.011320755;0;0;0;0
121.6666667;62;1688.72619;0;0;0;15.08488235;1
0;0;0;0.2;0.2;0;0;0
0;0;998.9545455;0.0076;0.8;0;0;0
243;106;1654.722222;0.028571429;0;0;31.178125;0
0;0;281.5;0.016666667;0;0;0;0
0;0;1501;0.093333333;0;0;0;0
0;0;153.5833333;0;0;0;0;0
0;0;109;0;0;0;0;0
0;0;483.5833333;0.021052632;0.2;0;0;0
0;0;586.3333333;0.010526316;0.4;0;0;0
0;0;0;0.2;0.8;0;0;0
0;0;2213;0.004545455;0.2;0;0;0
0;0;50.5;0.057142857;0;0;0;0
0;10;178;0.019607843;0;0;0;0
70.83333333;30;1150.192063;0.003125;0;0;23.554375;1
0;0;0;0.2;0;0;0;0
86.08333333;0;892.9166667;0.005714286;0;1;0;0
0;0;173;0;0.8;0;0;0
252.5;506;289.6666667;0;0;0;29.77418182;1
126;0;633.9857143;0.004166667;0;0;0;0
318;0;1837.966667;0.032894737;0.4;0;0;0
331.1666667;154;8038.325302;0.007332941;0;0;0;0
169.5;724;706.9837662;0.005714286;0;0;0;0
0;0;0;0.2;0;0;0;0
0;0;352;0;0.4;0;0;0
203.4714286;0;11308.09795;0.001699507;0.8;0;0.673127586;0
94;0;501.5;0.06;0.8;0;0;0
359;16;497.6666667;0.007692308;0;0;0;0
0;0;406;0.064285714;0.6;0;0;0
135.5;30;4115.978571;0.001470588;0;0;2.273598775;0
0;0;2.333333333;0.15;0;0;0;0
0;0;121.5;0.025;0;0;0;0
0;0;869;0;0;0;0;0
0;0;403;0.05;0;0;0;0
0;0;12;0;0;0;0;0
0;0;865;0.026666667;0;0;57.584;0
13;0;220.3333333;0;0;0;0;0
0;0;222;0.133333333;0;0;0;0
21;0;657.1666667;0;0;0;0;0
109;0;131;0;0;1;0;0
189;32;1517.9;0;0;1;34.34857143;1
36;0;538.2878788;0;0;0;18.370625;0
25;52;4139.625;0.013636364;0.4;0;5.976060606;0
0;140;832.8333333;0.006896552;0;0;0;0
0;0;464;0;0;0;29.31555556;1
82.16666667;0;673.4813797;0.016326531;0.2;0;15.15205714;0
0;0;217;0.005555556;0.8;0;0;0
0;0;472.9952381;0.015384615;0;0;0;0
63;0;1500.380952;0.010810811;0;0;14.33124324;0
0;0;241;0;0;0;0;0
101.5;0;692.6666667;0;0;1;146.23875;1
704.8699248;269.5;9487.639162;3.35E-05;0;0;2.873954681;0
0;0;455.5;0;0;1;0;0
0;0;49;0;0;0;0;0
0;0;259;0.1;0.6;0;0;0
0;0;2065.15;0.005;0.8;0;0;0
0;0;4190.75;0.021764706;0;0;0;0
0;0;65;0.1;0;0;0;0
27;6;129.2;0.02962963;0;0;0;0
0;0;607.4666667;0;0;0;39.97777778;1
196.1385918;28;8699.407065;0.019308469;0;0;2.613452922;0
0;0;2022.25;0.008333333;0;0;0;0
0;0;761.25;0;0;0;0;0
114.25;17.33333333;874.5833333;0;0;0;54.33103704;1
0;0;1483;0.007894737;1;0;0;0
100;0;639.5;0;0;0;101.3721739;1
0;0;356;0.011111111;0.2;0;0;0
432.5833333;112;2132.683333;0.021288515;0.6;0;0;0
0;0;431.0833333;0.018181818;0.6;0;0;0
118;10;401.95;0.004761905;0;0;0;0
0;0;2524;0.008928571;0;0;0;0
0;0;151.5;0.016666667;0;0;0;0
0;0;117.5;0.05;0.6;0;0;0
0;0;822.65;0.020689655;1;0;0;0
0;0;102;0;0;0;0;0
99.66666667;0;1714.166667;0;0;0;33.196;0
0;0;0;0.2;0;0;0;0
364.5;0;783.5;0.007692308;0;0;0;0
345.8333333;0;3258.071212;0;0;0;0;0
11.42857143;146;1329.261905;0.010434783;0;0;20.79115942;0
0;0;0;0.2;0;0;0;0
19;0;87;0;0.6;1;0;0
0;0;0;0.2;0;0;0;0
0;0;813.8;0.023255814;0.6;0;0;0
248.6666667;382.3333333;1039.477564;0.004285714;0;0;9.511714286;1
0;0;531;0;0.8;0;0;0
168;0;1239.083333;0.006666667;0;0;0;0
106.3214286;189;1306.028022;0.004263566;0;0;33.3335814;0
48;0;543.75;0.016;0.8;0;0;0
0;0;315.6;0.022222222;0;0;0;0
0;0;258.8333333;0.0375;0;0;0;0
0;0;420;0;0;0;0;0
262;0;623.4166667;0.018518519;0.2;0;0;0
122;124;1040.333333;0;0;0;0;0
11;27.5;3395.729484;0.007660455;0.8;0;19.13415285;0
90;0;126;0;0;1;0;0
0;0;21;0;0;1;0;0
166;140;701.5;0.029411765;0;0;0;0
230.1069444;0;2059.109203;0.003747073;0;0;7.610431148;0
0;0;11;0.033333333;0.6;0;0;0
95;0;203.4166667;0;0;0;0;0
0;0;60;0.05;1;0;0;0
0;0;65;0.114285714;0;0;0;0
0;0;197.3333333;0.00952381;0.8;0;0;0
30;0;300.6666667;0.008333333;0;0;0;0
7;0;471;0.02962963;1;0;0;0
118.4545455;0;7968.903361;0.003093259;0.8;0;0;0
0;0;105;0;0;0;0;0
0;0;2607.5;0.024;0;0;0;0
156.8333333;14;865.6722222;0.007407407;0;0;0;0
0;0;1076.977778;0.01097561;0.6;0;0;0
290.3333333;0;2818.094444;0.016666667;0;0;2.050814516;0
0;0;234.9666667;0;0;0;0;0
113;0;935;0;0.6;1;0;0
45;0;1662.733333;0;1;0;5.997142857;0
0;0;0;0.2;0.8;0;0;0
199;0;155;0;0;0;0;0
0;0;436.6;0.002564103;0.6;0;0;0
0;0;80;0.1;1;0;0;0
26.5;0;716.625;0;0;1;0;0
77;0;1223.416667;0;0;0;215.0094118;1
161;0;1286.75;0;0;0;0;0
0;0;83;0;0.6;1;0;0
0;0;897.6666667;0.011764706;0;0;5.220705882;1
535.75;12;2178.672222;0.01382716;0;0;15.0047619;0
88;0;3195.828571;0.002564103;0;0;0;0
0;0;116.5;0;0;1;0;0
72.425;72;1143.657143;0;0;0;4.230212245;0
0;0;43;0;0;0;0;0
96;141.1666667;2871.262932;0.001851852;0;0;11.80233651;0
0;0;417.9666667;0;1;0;4.7095;1
0;0;129;0;0;0;0;0
65;0;1248;0;0;0;0;0
0;0;837.6666667;0;0;0;0;0
97;0;418.2333333;0;0;0;0;0
0;0;370;0;0;0;0;0
52;0;743.9166667;0.004;0;0;0;0
0;0;0;0.2;0;0;0;0
0;113;3178.583333;0.025;0;0;0;0
5;0;463.6666667;0;0;0;0;0
0;0;178.6;0.086956522;0.6;0;0;0
0;0;0;0.2;0;0;0;0
0;0;24;0.15;0.4;0;0;0
0;0;689.75;0;0;0;0;0
0;0;0;0.2;0;0;0;0
0;0;963.1666667;0.005405405;0.6;0;9.922972973;0
0;0;387;0.133333333;0;0;0;0
0;0;0;0.2;0;0;0;0
91.83333333;0;534;0.015384615;0;1;44.29661538;1
0;0;0;0.2;0;0;0;0
0;0;338.2333333;0.024871795;0;0;0;0
0;0;255.75;0;0;0;0;0
0;0;228.5;0.022222222;0.2;0;0;0
450.4;0;72.9;0;0;1;0;0
22;0;982.8333333;0;0;1;0;0
0;0;473.5;0;0.6;0;0;0
26;0;636;0;0.2;0;0;0
14;0;1806.504167;0.013793103;0.8;0;0;0
0;0;21;0;0;0;0;0
0;0;1111.245175;0.01475;0;0;0;0
0;0;1055.5;0.018181818;0;0;0;0
0;0;59;0;0;0;0;0
0;0;23;0;0.8;0;0;0
0;0;25;0.12;0.6;0;0;0
166.9318182;246;2697.487879;0.004310345;0.6;0;3.099;0
0;0;0;0.2;0;1;0;0
0;0;115;0;0;0;0;0
0;0;272.3333333;0.013333333;1;0;0;0
0;0;0;0.2;0;0;0;0
69.5;0;895.8095238;0;0.6;0;32.14213333;1
0;0;200;0.034375;0.8;0;0;0
198.4;114;607.9777778;0;0;0;4.9872375;0
135.6666667;0;615.8166667;0.007407407;0;0;0;0
0;0;0;0.2;0.8;0;0;0
0;0;1133.666667;0.028205128;0.2;0;0;0
0;0;131.5;0.04;0.6;0;0;0
0;0;2759.833333;0.025;0;0;0;0
0;0;1433.083333;0.005;0.4;0;0;0
95.325;0;743.6666667;0.01;0;0;19.4281;1
0;0;680.75;0;0;0;0;0
0;0;118.6666667;0.027272727;0;0;0;0
16;0;136;0;0;0;0;0
0;0;2236.9;0;0;0;19.59533333;1
0;0;2841;0;0.8;0;0;0
0;0;15;0;0;0;0;0
40.16666667;0;895.8333333;0.057142857;0;0;0;0
299.6031746;166;2559.541228;0.008333333;0;0;2.087782738;0
454;584;1161.767949;0.018070818;0;0;3.919126984;0
0;0;252;0.023529412;0.8;0;0;0
54;0;13;0.028571429;0.8;1;0;0
21;0;385;0;0.6;0;0;0
0;0;582;0.006896552;0;0;0;0
103.5;0;1550.211111;0;0;0;7.868950242;0
45.5;0;1738.25;0.006349206;0;0;0;0
114;0;176.6666667;0.078947368;0;0;0;0
0;0;3;0.1;0.8;0;0;0
150;0;304.5230769;0;0;0;0;0
0;0;268.5;0.055555556;0.8;0;0;0
11;0;101.25;0;0.8;0;0;0
245.3333333;168.5;361.5;0.009090909;0;0;0;0
0;0;0;0.2;0;0;0;0
42;0;492.6833333;0;0;0;0;0
61.66666667;0;397.6666667;0;0;0;12.55885714;1
0;0;73;0.04;0.4;0;0;0
0;0;0;0.2;0;0;0;0
0;0;4290.833333;0;0.8;0;0;0
114;173;2542.333333;0.042592593;0;0;33.44055556;0
79.16666667;45;3657.101515;0.000952381;0;0;9.027320816;1
0;0;60;0;0;0;0;0
0;0;920;0.122222222;1;0;0;0
275;97;670.422619;0.010810811;0;0;0;0
38;0;2101.466667;0;0;1;0;0
0;0;0;0.2;0;1;0;0
138.5;0;578.3333333;0.05;0;0;0;0
0;0;3;0.1;0;0;0;0
0;0;82;0;0;0;0;0
61;0;502.5;0;0;0;71.944;1
0;0;465.5;0.12;0;0;0;0
155.6;282;1283.052597;0.024747475;0;0;12.07468889;0
0;0;226.2564103;0.008695652;0.6;0;0;0
259.1666667;0;1535.242063;0.021938776;0.4;0;9.001857143;0
6;0;762.3333333;0.030769231;0.2;0;0;0
0;0;0;0.2;0.8;0;0;0
0;0;177.5;0.025;0.6;0;0;0
0;0;80;0.028571429;0;0;0;0
0;0;1266.333333;0.005882353;0.4;0;0;0
86.5;2;1050.708333;0.021162791;0;0;13.40298256;1
299.0833333;0;212.8333333;0.010526316;0;0;0;0
0;0;1386.716667;0.02;0;0;14.96432;1
0;0;0;0.2;1;0;0;0
0;0;2514.25;0;0;1;31.40784;1
0;0;125;0;0;0;0;0
166;55;1968.25;0.014285714;0;1;0;0
0;0;300;0.011111111;0.8;0;0;0
11;42;1517.75;0.019512195;1;0;0;0
0;0;1056.666667;0.016571429;0;0;0;0
103;0;399;0.021052632;0;0;0;0
376.5;63;2743.819189;0;0;0;7.345321739;0
0;125;332;0;0;0;0;0
0;0;56;0.1;0;0;0;0
69;0;769;0;0;1;47.93128205;1
0;0;178.8333333;0;0.6;0;0;0
0;0;88;0;0.8;0;0;0
230.25;135;517.3928571;0;0;1;30.269375;1
205.5;8;1683.633333;0;0;0;4.744206349;0
0;165;833;0.016666667;0.8;0;34.4925;1
0;0;319.3333333;0.016666667;0;0;10.4445;1
25;0;733.5;0.012698413;0;0;0;0
0;0;224;0;0;0;0;0
0;0;822;0.054545455;0.4;0;0;0
0;0;838.55;0;0;0;55.23646154;1
35;0;2479;0.022727273;0;0;0;0
44.5;0;519.5;0;0;0;20.394;0
0;0;1035.935714;0.037894737;0.2;0;0;0
0;0;0;0.2;0;0;0;0
0;0;149;0;0;0;64.788;1
29;0;160.5;0;0;0;0;0
0;0;0;0.2;0;0;0;0
0;0;3;0.14;0.8;0;0;0
20;0;219.5;0.12;0.8;0;0;0
0;0;858.5;0.028571429;0.4;0;0;0
0;0;54.5;0.1;0;0;0;0
0;25;412.8333333;0;0;1;29.848;1
206;0;107;0;0;0;0;0
0;0;342.5;0;0;0;0;0
0;0;1138.504762;0.02;0.4;0;0;0
0;0;544.8333333;0.004761905;0;0;0;0
0;0;176.3333333;0;0;0;0;0
0;0;19;0;0;0;0;0
0;0;687.5;0;0.6;0;0;0
0;0;22;0.066666667;0.8;0;0;0
41.33333333;0;3227.5;0;0.6;0;28.53153488;1
0;0;440.6666667;0.015789474;0.4;0;0;0
0;0;65;0.111111111;0;0;0;0
25.75;189.5;2297.801282;0.01474359;0.4;0;18.99561538;1
0;0;28;0.066666667;0.8;0;0;0
0;0;22.5;0.1;0.4;0;0;0
0;0;194.0666667;0.001904762;0;0;0;0
52;0;2145.563492;0.011403509;0;0;13.11733918;1
0;0;1703.321429;0;0.6;0;0;0
0;0;1999.833333;0.015384615;0;0;0;0
0;0;0;0.2;0;0;0;0
173.0833333;424.5;3382.287999;0.005346832;0;0;0;0
62;0;2038;0;0;1;0;0
37;0;2409.068434;0.001960784;0;0;0;0
620.952381;1307;9487.940434;0.001726619;0;0;0.761076259;0
0;0;4668.052051;0.005696203;0.4;0;0;0
0;0;201.6666667;0.018181818;0.6;0;0;0
65.83333333;0;156.8333333;0;0;0;0;0
0;0;412.1666667;0;0;1;0;0
0;0;2617.233333;0;0;1;53.22881633;1
0;0;0;0.2;0;0;0;0
0;0;465.7051282;0;0.8;0;0;0
0;0;245;0.1;0;0;0;0
0;0;803;0.046153846;0;0;0;0
52;0;360;0;0;1;0;0
5;0;20;0.053333333;0.8;0;0;0
0;0;258.5;0;0;0;0;0
7;0;887.5833333;0;0;0;34.25336842;1
0;0;394.25;0;0;0;0;0
204.5;37;1941.083333;0.01754386;0;0;0;0
0;0;142.5;0.0375;0;0;0;0
0;0;270.2142857;0;0;0;0;0
52.33333333;81.5;541.6666667;0.001111111;0;0;10.64805714;1
0;0;0;0.2;0;0;0;0
498.9;147.1666667;1090.060606;0.004081633;0;0;4.759935374;0
0;0;34;0;0;0;0;0
0;0;219.5;0;0;0;0;0
13;0;253.8;0;0;1;0;0
0;0;202;0;0;0;0;0
0;0;2259.533333;0.002105263;0.2;0;0;0
101;0;797.3333333;0;0;0;0;0
0;0;594.9666667;0.013793103;0;0;0;0
0;0;117;0;0;0;0;0
0;0;108;0;0.4;0;0;0
0;3.5;503;0;0;0;0;0
55;0;1425.75;0.008888889;0.4;0;0;0
1541.5;0;188.5;0;0;1;0;0
0;0;1722.866667;0.01;0.2;0;0;0
0;0;313;0;0;0;0;0
197.1666667;0;1078.727778;0;0;0;39.75577236;0
66.77272727;83;2050.395743;0.005882353;0.2;0;17.07978235;1
0;0;0;0.2;0;0;0;0
82;0;1040.166667;0.011764706;0;0;0;0
65;0;1803.758333;0.0046875;0.2;0;5.38296875;0
0;0;136.5;0.016666667;0;0;0;0
86.5;0;2241.844444;0.010958904;0.8;0;0;0
105;0;482.5;0;0;1;0;0
0;0;1225.857143;0.012;0.4;0;0;0
37.5;0;573.1666667;0;0;0;0;0
0;0;507.8333333;0;0;0;0;0
0;0;108;0;0;0;0;0
0;0;458.5;0;0;0;0;0
0;0;25;0.05;0;0;0;0
0;0;724;0;0;1;97.98;1
0;0;93.5;0;0.6;0;0;0
0;0;196.5;0;0;0;0;0
19.5;0;483.3;0.016326531;1;0;5.466387755;0
0;0;511.1666667;0.018018018;1;0;0;0
196.6666667;0;2129.536752;0.003157895;0;0;0;0
0;0;480.3;0.0125;0;0;0;0
0;0;143;0.1;0.4;0;0;0
188;0;352.8;0;0.2;1;0;0
0;0;657.5;0;0;0;0;0
105;0;1384.383333;0.006766917;0;0;0;0
91;39;1280.166667;0;0;1;39.81885714;1
0;0;95.5;0;0;0;0;0
28;0;1822.008117;0.001169591;0;0;0;0
162.1071429;0;1269.766667;0.012121212;0;1;29.77472727;0
0;0;149.6;0.02;0.6;0;0;0
37;0;1817;0.053333333;0;0;0;0
66.16666667;120;9143.435714;0.004807692;0.4;0;0;0
128.5;0;1080.15;0;0.8;1;0;0
0;0;316.25;0;0;0;0;0
0;0;1783.25;0.008333333;0.8;0;0;0
290.6666667;0;1384.533333;0.001754386;0;0;12.68583158;0
0;0;197.5;0;0;0;0;0
0;0;0;0.2;0.4;0;0;0
0;0;996.4380952;0;0.8;0;0;0
0;0;368.5;0;0;0;0;0
0;0;54.5;0;0.6;0;0;0
0;0;228.5;0.033333333;0.4;0;0;0
57.5;0;1285.548533;0.004109589;0;0;20.97239726;1
102.0676923;16;6223.870847;0;0;0;15.47720763;1
60;0;841.0333333;0.015151515;0.4;0;0;0
0;0;1250.5;0.056;0;0;0;0
578.5;913;699.5;0;0;0;22.58886486;1
38.5;15;1766.855952;0.002884615;0.8;0;12.83705128;0
85;0;567.45;0.04;1;0;0;0
0;0;90.66666667;0.04;0;0;0;0
0;0;158.5;0;0;0;0;0
0;0;981.1666667;0.051388889;0;0;0;0
36;0;1661.75;0;0;0;0;0
246.25;9;548.25;0.022222222;0;0;0;0
0;0;808.0833333;0;0;0;53.10142857;1
0;0;87.5;0.028571429;0.6;0;0;0
0;0;276;0;0;0;0;0
0;0;130.5;0.084210526;0.4;0;0;0
0;0;321.5;0.075;0.6;0;0;0
0;0;0;0.2;0;1;0;0
19;0;1875.744689;0.028571429;0;0;0;0
0;0;117;0.066666667;0;0;0;0
0;0;4346.916667;0.020138889;0;0;0;0
3;0;884.3357143;0.001086957;0;0;18.12446087;0
0;31;1678.733333;0.01;0;0;0;0
0;0;325.8333333;0;0;0;0;0
55;0;436;0;0;0;49.54827273;1
0;0;27;0.066666667;0.6;0;0;0
0;44;549.5;0;0.2;1;43.252;1
0;0;0;0.2;0.4;0;0;0
68;0;4277;0.003636364;0;0;7.291757576;0
124;0;173;0;0;1;0;0
0;0;179.5;0.033333333;0;0;0;0
29;149;561.55;0.014285714;0.6;0;10.02085714;1
164;0;2136;0;0.2;1;0;0
35.66666667;9;2797.816667;0;0;0;0;0
8;0;643.875;0;0.6;1;0;0
0;47;898.8333333;0.068571429;0;0;0;0
0;0;453;0;0;0;0;0
168.1666667;0;888;0.014285714;0;0;0;0
331.3;0;9997.728571;0.001439737;0;0;26.02377063;0
0;0;588.3333333;0.028571429;0.8;0;0;0
548.3142857;448.5;5703.476786;0.00173913;0;0;0;0
102;0;1495.580952;0;0;1;82.12367816;1
0;0;66.5;0.011111111;0.4;0;0;0
166;0;134;0;0.8;0;0;0
45;0;2905.5;0.01;0;0;0;0
0;0;521.5;0.022222222;0;0;0;0
0;0;47;0.02;0;0;0;0
0;0;0;0.2;0;0;0;0
0;0;1192.317857;0.006410256;0;0;0;0
0;0;355.6666667;0.047619048;0.8;0;25.194;1
3.5;0;332.5;0;0.2;0;0;0
0;0;297.3;0;0;0;0;0
0;0;2309.995238;0.047479439;0.4;0;0;0
0;0;810.3713768;0.019230769;0.8;0;0;0
0;0;384.5;0;0;0;0;0
65.5;0;975.9722222;0.001851852;0;0;75.30864691;0
0;0;127;0;0;0;0;0
38;0;107;0.006060606;1;0;0;0
0;0;50;0;0;0;0;0
0;0;3382.083333;0;0;0;0;0
0;0;541.5;0.05;0;0;0;0
0;0;25;0;0;0;0;0
0;0;210.5;0.044444444;0.2;0;0;0
105;0;1343.097619;0.037878788;0;0;0;0
0;0;953.8333333;0;0;0;0;0
0;0;674.5;0.041666667;1;0;0;0
228.9166667;10;817.0163767;0;0;1;2.995465753;0
249;36.33333333;1124.916667;0;0;1;18.08584615;1
236.4083333;118;7428.181584;0.002509267;1;0;6.976504629;0
4.5;61;5577.826456;0.002688695;1;0;2.353444628;0
0;0;887.8333333;0.00625;0;0;0;0
135;0;2765.2;0.008;0;0;0;0
0;13;145;0;0;0;0;0
261.5;406;3121.283333;0.002857143;0.4;0;13.71812571;0
0;0;1190.548851;0.007017544;0.6;0;17.16745965;1
0;0;410.9166667;0.105263158;1;0;0;0
0;0;710.5;0.032;0.8;0;0;0
0;0;319.6666667;0.033333333;0;0;0;0
0;0;0;0.2;0;0;0;0
0;0;91;0;0.6;0;0;0
0;0;191;0.066666667;0.8;0;0;0
98;0;401.5;0;0;0;0;0
0;0;117.5;0;0;0;0;0
23;10.16666667;1311.072012;0.002657807;1;0;0;0
0;0;157;0;0;0;0;0
18;9.5;414.3333333;0;0;0;0;0
64;0;1155.033333;0.001282051;0;0;0;0
23;0;1589.183333;0.008070175;0;0;0;0
0;0;233.5;0;0;0;0;0
